country,year,sex,age,suicides_no,population,suicides_100k_pop,HDI_for_year,gdp_for_year,gdp_per_capita,generation
Bahrain,2000,male,55-74 years,0,17346,0,0.79,9062906915,15345,Silent
Bahrain,2000,male,75+ years,0,2648,0,0.79,9062906915,15345,G.I. Generation
Bahrain,2001,male,25-34 years,8,90920,8.8,,8976207713,14383,Generation X
Bahrain,2001,male,35-54 years,8,118151,6.77,,8976207713,14383,Boomers
Bahrain,2001,male,55-74 years,1,17917,5.58,,8976207713,14383,Silent
Bahrain,2001,male,15-24 years,2,68309,2.93,,8976207713,14383,Millenials
Bahrain,2001,female,15-24 years,1,54497,1.83,,8976207713,14383,Millenials
Bahrain,2001,female,25-34 years,1,55961,1.79,,8976207713,14383,Generation X
Bahrain,2001,male,5-14 years,1,67127,1.49,,8976207713,14383,Millenials
Bahrain,2001,female,35-54 years,1,67856,1.47,,8976207713,14383,Boomers
Bahrain,2001,female,5-14 years,0,62316,0,,8976207713,14383,Millenials
Bahrain,2001,female,55-74 years,0,15791,0,,8976207713,14383,Silent
Bahrain,2001,female,75+ years,0,2544,0,,8976207713,14383,Silent
Bahrain,2001,male,75+ years,0,2694,0,,8976207713,14383,Silent
Bahrain,2002,male,25-34 years,7,97288,7.2,,9632155053,14572,Generation X
Bahrain,2002,male,35-54 years,9,126500,7.11,,9632155053,14572,Boomers
Bahrain,2002,female,35-54 years,4,71376,5.6,,9632155053,14572,Boomers
Bahrain,2002,female,15-24 years,2,57599,3.47,,9632155053,14572,Millenials
Bahrain,2002,male,15-24 years,2,76442,2.62,,9632155053,14572,Millenials
Bahrain,2002,female,25-34 years,1,59350,1.68,,9632155053,14572,Generation X
Bahrain,2002,female,5-14 years,0,63714,0,,9632155053,14572,Millenials
Bahrain,2002,female,55-74 years,0,16006,0,,9632155053,14572,Silent
Bahrain,2002,female,75+ years,0,2738,0,,9632155053,14572,Silent
Bahrain,2002,male,5-14 years,0,68596,0,,9632155053,14572,Millenials
Bahrain,2002,male,55-74 years,0,18646,0,,9632155053,14572,Silent
Bahrain,2002,male,75+ years,0,2755,0,,9632155053,14572,Silent
Bahrain,2003,male,35-54 years,17,137287,12.38,,11074822074,15756,Boomers
Bahrain,2003,male,25-34 years,9,105799,8.51,,11074822074,15756,Generation X
Bahrain,2003,female,25-34 years,5,63380,7.89,,11074822074,15756,Generation X
Bahrain,2003,male,15-24 years,3,83143,3.61,,11074822074,15756,Millenials
Bahrain,2003,female,15-24 years,0,60298,0,,11074822074,15756,Millenials
Bahrain,2003,female,35-54 years,0,75430,0,,11074822074,15756,Boomers
Bahrain,2003,female,5-14 years,0,65298,0,,11074822074,15756,Millenials
Bahrain,2003,female,55-74 years,0,16343,0,,11074822074,15756,Silent
Bahrain,2003,female,75+ years,0,2946,0,,11074822074,15756,Silent
Bahrain,2003,male,5-14 years,0,70584,0,,11074822074,15756,Millenials
Bahrain,2003,male,55-74 years,0,19574,0,,11074822074,15756,Silent
Bahrain,2003,male,75+ years,0,2831,0,,11074822074,15756,Silent
Bahrain,2004,male,55-74 years,4,20717,19.31,,13150166755,17497,Silent
Bahrain,2004,male,25-34 years,19,116777,16.27,,13150166755,17497,Generation X
Bahrain,2004,male,35-54 years,10,150835,6.63,,13150166755,17497,Boomers
Bahrain,2004,female,25-34 years,3,68052,4.41,,13150166755,17497,Generation X
Bahrain,2004,female,35-54 years,3,80288,3.74,,13150166755,17497,Boomers
Bahrain,2004,male,15-24 years,2,88431,2.26,,13150166755,17497,Millenials
Bahrain,2004,female,15-24 years,1,62699,1.59,,13150166755,17497,Millenials
Bahrain,2004,female,5-14 years,0,67313,0,,13150166755,17497,Millenials
Bahrain,2004,female,55-74 years,0,16975,0,,13150166755,17497,Silent
Bahrain,2004,female,75+ years,0,3126,0,,13150166755,17497,Silent
Bahrain,2004,male,5-14 years,0,73422,0,,13150166755,17497,Millenials
Bahrain,2004,male,75+ years,0,2924,0,,13150166755,17497,Silent
Bahrain,2005,male,25-34 years,15,142375,10.54,0.82,15968726862,19485,Generation X
Bahrain,2005,male,35-54 years,14,174785,8.01,0.82,15968726862,19485,Boomers
Bahrain,2005,male,55-74 years,2,27261,7.34,0.82,15968726862,19485,Silent
Bahrain,2005,male,15-24 years,4,79928,5,0.82,15968726862,19485,Millenials
Bahrain,2005,female,25-34 years,3,73758,4.07,0.82,15968726862,19485,Generation X
Bahrain,2005,female,15-24 years,2,64792,3.09,0.82,15968726862,19485,Millenials
Bahrain,2005,female,35-54 years,2,92102,2.17,0.82,15968726862,19485,Boomers
Bahrain,2005,female,5-14 years,0,66362,0,0.82,15968726862,19485,Millenials
Bahrain,2005,female,55-74 years,0,19983,0,0.82,15968726862,19485,Silent
Bahrain,2005,female,75+ years,0,4389,0,0.82,15968726862,19485,Silent
Bahrain,2005,male,5-14 years,0,69742,0,0.82,15968726862,19485,Millenials
Bahrain,2005,male,75+ years,0,4063,0,0.82,15968726862,19485,Silent
Bahrain,2006,male,25-34 years,12,158656,7.56,,18505053191,20826,Generation X
Bahrain,2006,female,25-34 years,5,80271,6.23,,18505053191,20826,Generation X
Bahrain,2006,female,15-24 years,3,69020,4.35,,18505053191,20826,Millenials
Bahrain,2006,male,55-74 years,1,29960,3.34,,18505053191,20826,Silent
Bahrain,2006,female,35-54 years,3,100668,2.98,,18505053191,20826,Boomers
Bahrain,2006,male,35-54 years,3,192597,1.56,,18505053191,20826,Boomers
Bahrain,2006,male,15-24 years,1,86090,1.16,,18505053191,20826,Millenials
Bahrain,2006,female,5-14 years,0,68590,0,,18505053191,20826,Millenials
Bahrain,2006,female,55-74 years,0,21363,0,,18505053191,20826,Silent
Bahrain,2006,female,75+ years,0,4915,0,,18505053191,20826,Silent
Bahrain,2006,male,5-14 years,0,71974,0,,18505053191,20826,Millenials
Bahrain,2006,male,75+ years,0,4439,0,,18505053191,20826,Silent
Bahrain,2007,male,25-34 years,14,176938,7.91,,21730000000,22524,Generation X
Bahrain,2007,male,35-54 years,13,212426,6.12,,21730000000,22524,Boomers
Bahrain,2007,male,55-74 years,2,32965,6.07,,21730000000,22524,Silent
Bahrain,2007,male,15-24 years,5,92875,5.38,,21730000000,22524,Millenials
Bahrain,2007,female,25-34 years,3,87472,3.43,,21730000000,22524,Generation X
Bahrain,2007,female,35-54 years,2,110173,1.82,,21730000000,22524,Boomers
Bahrain,2007,female,15-24 years,1,73617,1.36,,21730000000,22524,Millenials
Bahrain,2007,female,5-14 years,0,70861,0,,21730000000,22524,Generation Z
Bahrain,2007,female,55-74 years,0,22872,0,,21730000000,22524,Silent
Bahrain,2007,female,75+ years,0,5497,0,,21730000000,22524,Silent
Bahrain,2007,male,5-14 years,0,74222,0,,21730000000,22524,Generation Z
Bahrain,2007,male,75+ years,0,4852,0,,21730000000,22524,Silent
Bahrain,2008,male,25-34 years,21,196832,10.67,,25710877660,25106,Generation X
Bahrain,2008,male,35-54 years,13,225866,5.76,,25710877660,25106,Boomers
Bahrain,2008,female,15-24 years,3,76246,3.93,,25710877660,25106,Millenials
Bahrain,2008,male,55-74 years,1,35879,2.79,,25710877660,25106,Silent
Bahrain,2008,female,35-54 years,3,115468,2.6,,25710877660,25106,Boomers
Bahrain,2008,female,25-34 years,2,93449,2.14,,25710877660,25106,Generation X
Bahrain,2008,female,5-14 years,0,72955,0,,25710877660,25106,Generation Z
Bahrain,2008,female,55-74 years,0,24495,0,,25710877660,25106,Silent
Bahrain,2008,female,75+ years,0,5191,0,,25710877660,25106,Silent
Bahrain,2008,male,15-24 years,0,96458,0,,25710877660,25106,Millenials
Bahrain,2008,male,5-14 years,0,76617,0,,25710877660,25106,Generation Z
Bahrain,2008,male,75+ years,0,4654,0,,25710877660,25106,Silent
Bahrain,2009,male,35-54 years,14,242558,5.77,,22938218085,20988,Boomers
Bahrain,2009,male,25-34 years,9,222448,4.05,,22938218085,20988,Generation X
Bahrain,2009,female,25-34 years,4,99580,4.02,,22938218085,20988,Generation X
Bahrain,2009,male,15-24 years,4,102256,3.91,,22938218085,20988,Millenials
Bahrain,2009,male,55-74 years,1,38002,2.63,,22938218085,20988,Silent
Bahrain,2009,male,5-14 years,2,79180,2.53,,22938218085,20988,Generation Z
Bahrain,2009,female,35-54 years,2,118835,1.68,,22938218085,20988,Boomers
Bahrain,2009,female,15-24 years,0,80832,0,,22938218085,20988,Millenials
Bahrain,2009,female,5-14 years,0,75122,0,,22938218085,20988,Generation Z
Bahrain,2009,female,55-74 years,0,25915,0,,22938218085,20988,Silent
Bahrain,2009,female,75+ years,0,4103,0,,22938218085,20988,Silent
Bahrain,2009,male,75+ years,0,4091,0,,22938218085,20988,Silent
Bahrain,2010,male,35-54 years,8,252232,3.17,0.82,25713271277,22572,Generation X
Bahrain,2010,male,25-34 years,6,235591,2.55,0.82,25713271277,22572,Generation X
Bahrain,2010,male,55-74 years,1,41999,2.38,0.82,25713271277,22572,Silent
Bahrain,2010,female,35-54 years,2,125709,1.59,0.82,25713271277,22572,Generation X
Bahrain,2010,female,15-24 years,1,80571,1.24,0.82,25713271277,22572,Millenials
Bahrain,2010,female,25-34 years,1,104368,0.96,0.82,25713271277,22572,Generation X
Bahrain,2010,female,5-14 years,0,77140,0,0.82,25713271277,22572,Generation Z
Bahrain,2010,female,55-74 years,0,27834,0,0.82,25713271277,22572,Silent
Bahrain,2010,female,75+ years,0,4625,0,0.82,25713271277,22572,Silent
Bahrain,2010,male,15-24 years,0,103388,0,0.82,25713271277,22572,Millenials
Bahrain,2010,male,5-14 years,0,81414,0,0.82,25713271277,22572,Generation Z
Bahrain,2010,male,75+ years,0,4289,0,0.82,25713271277,22572,Silent
Bahrain,2011,male,15-24 years,3,101695,2.95,0.82,28776595745,26078,Millenials
Bahrain,2011,male,55-74 years,1,43883,2.28,0.82,28776595745,26078,Boomers
Bahrain,2011,female,25-34 years,2,98138,2.04,0.82,28776595745,26078,Millenials
Bahrain,2011,male,25-34 years,4,220691,1.81,0.82,28776595745,26078,Millenials
Bahrain,2011,male,35-54 years,4,242955,1.65,0.82,28776595745,26078,Generation X
Bahrain,2011,female,35-54 years,2,123582,1.62,0.82,28776595745,26078,Generation X
Bahrain,2011,female,15-24 years,1,75788,1.32,0.82,28776595745,26078,Millenials
Bahrain,2011,female,5-14 years,1,77270,1.29,0.82,28776595745,26078,Generation Z
Bahrain,2011,female,55-74 years,0,29140,0,0.82,28776595745,26078,Boomers
Bahrain,2011,female,75+ years,0,4742,0,0.82,28776595745,26078,Silent
Bahrain,2011,male,5-14 years,0,81209,0,0.82,28776595745,26078,Generation Z
Bahrain,2011,male,75+ years,0,4369,0,0.82,28776595745,26078,Silent
Bahrain,2012,male,25-34 years,11,237133,4.64,0.82,30749308511,25587,Millenials
Bahrain,2012,male,35-54 years,6,268027,2.24,0.82,30749308511,25587,Generation X
Bahrain,2012,female,25-34 years,1,110796,0.9,0.82,30749308511,25587,Millenials
Bahrain,2012,male,15-24 years,1,111603,0.9,0.82,30749308511,25587,Millenials
Bahrain,2012,female,15-24 years,0,81091,0,0.82,30749308511,25587,Millenials
Bahrain,2012,female,35-54 years,0,135976,0,0.82,30749308511,25587,Generation X
Bahrain,2012,female,5-14 years,0,81275,0,0.82,30749308511,25587,Generation Z
Bahrain,2012,female,55-74 years,0,31641,0,0.82,30749308511,25587,Boomers
Bahrain,2012,female,75+ years,0,4548,0,0.82,30749308511,25587,Silent
Bahrain,2012,male,5-14 years,0,85538,0,0.82,30749308511,25587,Generation Z
Bahrain,2012,male,55-74 years,0,50001,0,0.82,30749308511,25587,Boomers
Bahrain,2012,male,75+ years,0,4149,0,0.82,30749308511,25587,Silent
Bahrain,2013,male,15-24 years,1,110064,0.91,0.82,32539547872,26793,Millenials
Bahrain,2013,male,25-34 years,2,237632,0.84,0.82,32539547872,26793,Millenials
Bahrain,2013,male,35-54 years,2,269162,0.74,0.82,32539547872,26793,Generation X
Bahrain,2013,female,15-24 years,0,80476,0,0.82,32539547872,26793,Millenials
Bahrain,2013,female,25-34 years,0,112513,0,0.82,32539547872,26793,Millenials
Bahrain,2013,female,35-54 years,0,139352,0,0.82,32539547872,26793,Generation X
Bahrain,2013,female,5-14 years,0,82726,0,0.82,32539547872,26793,Generation Z
Bahrain,2013,female,55-74 years,0,33780,0,0.82,32539547872,26793,Boomers
Bahrain,2013,female,75+ years,0,4859,0,0.82,32539547872,26793,Silent
Bahrain,2013,male,5-14 years,0,86269,0,0.82,32539547872,26793,Generation Z
Bahrain,2013,male,55-74 years,0,53308,0,0.82,32539547872,26793,Boomers
Bahrain,2013,male,75+ years,0,4351,0,0.82,32539547872,26793,Silent
Bahrain,2014,male,15-24 years,4,100635,3.97,0.82,33387712766,27503,Millenials
Bahrain,2014,male,25-34 years,3,237952,1.26,0.82,33387712766,27503,Millenials
Bahrain,2014,female,25-34 years,1,110838,0.9,0.82,33387712766,27503,Millenials
Bahrain,2014,male,35-54 years,1,258922,0.39,0.82,33387712766,27503,Generation X
Bahrain,2014,female,15-24 years,0,78926,0,0.82,33387712766,27503,Millenials
Bahrain,2014,female,35-54 years,0,139103,0,0.82,33387712766,27503,Generation X
Bahrain,2014,female,5-14 years,0,82452,0,0.82,33387712766,27503,Generation Z
Bahrain,2014,female,55-74 years,0,41406,0,0.82,33387712766,27503,Boomers
Bahrain,2014,female,75+ years,0,6154,0,0.82,33387712766,27503,Silent
Bahrain,2014,male,5-14 years,0,86539,0,0.82,33387712766,27503,Generation Z
Bahrain,2014,male,55-74 years,0,64351,0,0.82,33387712766,27503,Boomers
Bahrain,2014,male,75+ years,0,6688,0,0.82,33387712766,27503,Silent
Barbados,1985,male,75+ years,1,4000,25,0.7,1417575550,6137,G.I. Generation
Barbados,1985,male,55-74 years,3,13000,23.08,0.7,1417575550,6137,G.I. Generation
Barbados,1985,female,25-34 years,2,22000,9.09,0.7,1417575550,6137,Boomers
Barbados,1985,male,25-34 years,1,22000,4.55,0.7,1417575550,6137,Boomers
Barbados,1985,female,15-24 years,0,26000,0,0.7,1417575550,6137,Generation X
Barbados,1985,female,35-54 years,0,24000,0,0.7,1417575550,6137,Silent
Barbados,1985,female,5-14 years,0,24000,0,0.7,1417575550,6137,Generation X
Barbados,1985,female,55-74 years,0,19000,0,0.7,1417575550,6137,G.I. Generation
Barbados,1985,female,75+ years,0,7000,0,0.7,1417575550,6137,G.I. Generation
Barbados,1985,male,15-24 years,0,26000,0,0.7,1417575550,6137,Generation X
Barbados,1985,male,35-54 years,0,20000,0,0.7,1417575550,6137,Silent
Barbados,1985,male,5-14 years,0,24000,0,0.7,1417575550,6137,Generation X
Barbados,1986,male,35-54 years,4,20000,20,,1556321742,6720,Silent
Barbados,1986,male,15-24 years,2,26200,7.63,,1556321742,6720,Generation X
Barbados,1986,female,25-34 years,1,22000,4.55,,1556321742,6720,Boomers
Barbados,1986,male,25-34 years,1,22000,4.55,,1556321742,6720,Boomers
Barbados,1986,female,15-24 years,0,26200,0,,1556321742,6720,Generation X
Barbados,1986,female,35-54 years,0,24000,0,,1556321742,6720,Silent
Barbados,1986,female,5-14 years,0,24100,0,,1556321742,6720,Generation X
Barbados,1986,female,55-74 years,0,19000,0,,1556321742,6720,G.I. Generation
Barbados,1986,female,75+ years,0,7000,0,,1556321742,6720,G.I. Generation
Barbados,1986,male,5-14 years,0,24100,0,,1556321742,6720,Generation X
Barbados,1986,male,55-74 years,0,13000,0,,1556321742,6720,G.I. Generation
Barbados,1986,male,75+ years,0,4000,0,,1556321742,6720,G.I. Generation
Barbados,1987,female,35-54 years,2,24400,8.2,,1713771321,7333,Silent
Barbados,1987,male,55-74 years,1,13000,7.69,,1713771321,7333,G.I. Generation
Barbados,1987,male,35-54 years,1,20200,4.95,,1713771321,7333,Silent
Barbados,1987,male,25-34 years,1,22200,4.5,,1713771321,7333,Boomers
Barbados,1987,male,5-14 years,1,24300,4.12,,1713771321,7333,Generation X
Barbados,1987,female,15-24 years,0,26400,0,,1713771321,7333,Generation X
Barbados,1987,female,25-34 years,0,22200,0,,1713771321,7333,Boomers
Barbados,1987,female,5-14 years,0,24300,0,,1713771321,7333,Generation X
Barbados,1987,female,55-74 years,0,19300,0,,1713771321,7333,G.I. Generation
Barbados,1987,female,75+ years,0,7000,0,,1713771321,7333,G.I. Generation
Barbados,1987,male,15-24 years,0,26400,0,,1713771321,7333,Generation X
Barbados,1987,male,75+ years,0,4000,0,,1713771321,7333,G.I. Generation
Barbados,1988,male,25-34 years,5,22400,22.32,,1822815594,7763,Boomers
Barbados,1988,male,35-54 years,3,20400,14.71,,1822815594,7763,Silent
Barbados,1988,male,55-74 years,1,13100,7.63,,1822815594,7763,G.I. Generation
Barbados,1988,male,15-24 years,2,26400,7.58,,1822815594,7763,Generation X
Barbados,1988,female,55-74 years,1,19400,5.15,,1822815594,7763,G.I. Generation
Barbados,1988,female,15-24 years,0,26400,0,,1822815594,7763,Generation X
Barbados,1988,female,25-34 years,0,22400,0,,1822815594,7763,Boomers
Barbados,1988,female,35-54 years,0,24400,0,,1822815594,7763,Silent
Barbados,1988,female,5-14 years,0,24400,0,,1822815594,7763,Generation X
Barbados,1988,female,75+ years,0,7100,0,,1822815594,7763,G.I. Generation
Barbados,1988,male,5-14 years,0,24400,0,,1822815594,7763,Generation X
Barbados,1988,male,75+ years,0,4000,0,,1822815594,7763,G.I. Generation
Barbados,1989,male,35-54 years,6,23000,26.09,,2015731029,8541,Silent
Barbados,1989,male,55-74 years,2,14000,14.29,,2015731029,8541,G.I. Generation
Barbados,1989,male,15-24 years,3,25000,12,,2015731029,8541,Generation X
Barbados,1989,female,25-34 years,2,23000,8.7,,2015731029,8541,Boomers
Barbados,1989,female,15-24 years,2,24000,8.33,,2015731029,8541,Generation X
Barbados,1989,male,25-34 years,1,24000,4.17,,2015731029,8541,Boomers
Barbados,1989,female,35-54 years,0,26000,0,,2015731029,8541,Silent
Barbados,1989,female,5-14 years,0,22000,0,,2015731029,8541,Generation X
Barbados,1989,female,55-74 years,0,20000,0,,2015731029,8541,G.I. Generation
Barbados,1989,female,75+ years,0,8000,0,,2015731029,8541,G.I. Generation
Barbados,1989,male,5-14 years,0,22000,0,,2015731029,8541,Generation X
Barbados,1989,male,75+ years,0,5000,0,,2015731029,8541,G.I. Generation
Barbados,1990,male,75+ years,3,5000,60,0.72,2023318252,8537,G.I. Generation
Barbados,1990,male,35-54 years,5,24000,20.83,0.72,2023318252,8537,Silent
Barbados,1990,male,55-74 years,2,13000,15.38,0.72,2023318252,8537,G.I. Generation
Barbados,1990,male,25-34 years,2,24000,8.33,0.72,2023318252,8537,Boomers
Barbados,1990,female,35-54 years,2,26000,7.69,0.72,2023318252,8537,Silent
Barbados,1990,female,55-74 years,1,20000,5,0.72,2023318252,8537,G.I. Generation
Barbados,1990,male,15-24 years,1,25000,4,0.72,2023318252,8537,Generation X
Barbados,1990,female,15-24 years,0,24000,0,0.72,2023318252,8537,Generation X
Barbados,1990,female,25-34 years,0,23000,0,0.72,2023318252,8537,Boomers
Barbados,1990,female,5-14 years,0,22000,0,0.72,2023318252,8537,Generation X
Barbados,1990,female,75+ years,0,9000,0,0.72,2023318252,8537,G.I. Generation
Barbados,1990,male,5-14 years,0,22000,0,0.72,2023318252,8537,Generation X
Barbados,1991,male,35-54 years,5,25000,20,,2007109829,8469,Boomers
Barbados,1991,male,25-34 years,4,23000,17.39,,2007109829,8469,Boomers
Barbados,1991,female,55-74 years,3,20000,15,,2007109829,8469,Silent
Barbados,1991,male,15-24 years,3,24000,12.5,,2007109829,8469,Generation X
Barbados,1991,male,55-74 years,1,13000,7.69,,2007109829,8469,Silent
Barbados,1991,female,25-34 years,1,23000,4.35,,2007109829,8469,Boomers
Barbados,1991,female,15-24 years,0,24000,0,,2007109829,8469,Generation X
Barbados,1991,female,35-54 years,0,28000,0,,2007109829,8469,Boomers
Barbados,1991,female,5-14 years,0,20000,0,,2007109829,8469,Millenials
Barbados,1991,female,75+ years,0,9000,0,,2007109829,8469,G.I. Generation
Barbados,1991,male,5-14 years,0,22000,0,,2007109829,8469,Millenials
Barbados,1991,male,75+ years,0,6000,0,,2007109829,8469,G.I. Generation
Barbados,1992,male,35-54 years,5,26000,19.23,,1950900000,8129,Boomers
Barbados,1992,male,25-34 years,4,23000,17.39,,1950900000,8129,Boomers
Barbados,1992,male,55-74 years,2,14000,14.29,,1950900000,8129,Silent
Barbados,1992,female,55-74 years,1,20000,5,,1950900000,8129,Silent
Barbados,1992,female,25-34 years,1,24000,4.17,,1950900000,8129,Boomers
Barbados,1992,female,35-54 years,1,29000,3.45,,1950900000,8129,Boomers
Barbados,1992,female,15-24 years,0,24000,0,,1950900000,8129,Generation X
Barbados,1992,female,5-14 years,0,20000,0,,1950900000,8129,Millenials
Barbados,1992,female,75+ years,0,9000,0,,1950900000,8129,G.I. Generation
Barbados,1992,male,15-24 years,0,24000,0,,1950900000,8129,Generation X
Barbados,1992,male,5-14 years,0,21000,0,,1950900000,8129,Millenials
Barbados,1992,male,75+ years,0,6000,0,,1950900000,8129,G.I. Generation
